AMC,Code,Scheme Name,Scheme Type,Scheme Category,Scheme NAV Name,Scheme Minimum Amount,Launch Date, Closure Date,ISIN Div Payout/ ISIN GrowthISIN Div Reinvestment
Tata Asset Management Limited,135792,Tata Banking & Financial Services Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,TATA Banking & Financial Services Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,Rs.5000 & in multiples of Re.1/- thereafter .,04-Dec-2015,,INF277K01Z36
Tata Asset Management Limited,135793,Tata Banking & Financial Services Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Tata Banking And Financial Services Fund-Direct Plan-Growth,Rs.5000 & in multiples of Re.1/- thereafter .,04-Dec-2015,,INF277K01Z10
Tata Asset Management Limited,135794,Tata Banking & Financial Services Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Tata Banking And Financial Services Fund-Regular Plan-Growth,Rs.5000 & in multiples of Re.1/- thereafter .,04-Dec-2015,,INF277K01Y86
Tata Asset Management Limited,135789,Tata Banking & Financial Services Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,TATA Banking & Financial Services Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option ,Rs.5000 & in multiples of Re.1/- thereafter .,04-Dec-2015,,INF277K01Z28
Tata Asset Management Limited,135790,Tata Banking & Financial Services Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,TATA Banking & Financial Services Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option ,Rs.5000 & in multiples of Re.1/- thereafter .,04-Dec-2015,,INF277K01Y94
Tata Asset Management Limited,135791,Tata Banking & Financial Services Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,TATA Banking & Financial Services Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,Rs.5000 & in multiples of Re.1/- thereafter .,04-Dec-2015,,INF277K01Z02
Tata Asset Management Limited,135795,Tata Digital India Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,TATA Digital India Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option ,Rs.5000 & in multiples of Re.1/- thereafter .,04-Dec-2015,,INF277K01Z85
Tata Asset Management Limited,135796,Tata Digital India Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,TATA Digital India Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option ,Rs.5000 & in multiples of Re.1/- thereafter .,04-Dec-2015,,INF277K01Z51
Tata Asset Management Limited,135797,Tata Digital India Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Tata Digital India Fund-Regular Plan-Growth,Rs.5000 & in multiples of Re.1/- thereafter .,04-Dec-2015,,INF277K01Z44
Tata Asset Management Limited,135798,Tata Digital India Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,TATA Digital India Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,Rs.5000 & in multiples of Re.1/- thereafter .,04-Dec-2015,,INF277K01Z93
Tata Asset Management Limited,135799,Tata Digital India Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,TATA Digital India Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,Rs.5000 & in multiples of Re.1/- thereafter .,04-Dec-2015,,INF277K01Z69
Tata Asset Management Limited,135800,Tata Digital India Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Tata Digital India Fund-Direct Plan-Growth,Rs.5000 & in multiples of Re.1/- thereafter .,04-Dec-2015,,INF277K01Z77
Tata Asset Management Limited,135801,Tata India Consumer Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,TATA India Consumer Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,Rs.5000 & in multiples of Re.1/- thereafter.,04-Dec-2015,,INF277K015A1
Tata Asset Management Limited,135802,Tata India Consumer Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,TATA India Consumer Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option,Rs.5000 & in multiples of Re.1/- thereafter.,04-Dec-2015,,INF277K011A0
Tata Asset Management Limited,135803,Tata India Consumer Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,TATA India Consumer Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,Rs.5000 & in multiples of Re.1/- thereafter.,04-Dec-2015,,INF277K012A8
Tata Asset Management Limited,135804,Tata India Consumer Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Tata India Consumer Fund-Regular Plan-Growth,Rs.5000 & in multiples of Re.1/- thereafter.,04-Dec-2015,,INF277K010A2
Tata Asset Management Limited,135805,Tata India Consumer Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Tata India Consumer Fund-Direct Plan-Growth,Rs.5000 & in multiples of Re.1/- thereafter.,04-Dec-2015,,INF277K013A6
Tata Asset Management Limited,135806,Tata India Consumer Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,TATA India Consumer Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option ,Rs.5000 & in multiples of Re.1/- thereafter.,04-Dec-2015,,INF277K014A4
Tata Asset Management Limited,135807,Tata India Pharma & Healthcare Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,TATA India Pharma & Health Care Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option ,Rs.5000 & in multiples of Re.1/- thereafter.,04-Dec-2015,,INF277K010B0
Tata Asset Management Limited,135808,Tata India Pharma & Healthcare Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,TATA India Pharma & Healthcare Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option,Rs.5000 & in multiples of Re.1/- thereafter.,04-Dec-2015,,INF277K011B8
Tata Asset Management Limited,135809,Tata India Pharma & Healthcare Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,TATA India Pharma & Health Care Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option ,Rs.5000 & in multiples of Re.1/- thereafter.,04-Dec-2015,,INF277K017A7
Tata Asset Management Limited,135810,Tata India Pharma & Healthcare Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Tata India Pharma & Healthcare Fund-Direct Plan-Growth,Rs.5000 & in multiples of Re.1/- thereafter.,04-Dec-2015,,INF277K019A3
Tata Asset Management Limited,135811,Tata India Pharma & Healthcare Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,TATA India Pharma & Healthcare Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,Rs.5000 & in multiples of Re.1/- thereafter.,04-Dec-2015,,INF277K018A5
Tata Asset Management Limited,135812,Tata India Pharma & Healthcare Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Tata India Pharma & Healthcare Fund-Regular Plan-Growth,Rs.5000 & in multiples of Re.1/- thereafter.,04-Dec-2015,,INF277K016A9
Tata Asset Management Limited,135813,Tata Resources & Energy Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Tata Resources & Energy Fund-Direct Plan-Growth,Rs.5000 & in multiples of Re.1/- thereafter.,04-Dec-2015,,INF277K015B9
Tata Asset Management Limited,135814,Tata Resources & Energy Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,TATA Resources & Energy Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option ,Rs.5000 & in multiples of Re.1/- thereafter.,04-Dec-2015,,INF277K013B4
Tata Asset Management Limited,135815,Tata Resources & Energy Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Tata Resources & Energy Fund-Regular Plan-Growth,Rs.5000 & in multiples of Re.1/- thereafter.,04-Dec-2015,,INF277K012B6
Tata Asset Management Limited,135816,Tata Resources & Energy Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,TATA Resources & Energy Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,Rs.5000 & in multiples of Re.1/- thereafter.,04-Dec-2015,,INF277K017B5
Tata Asset Management Limited,135817,Tata Resources & Energy Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,TATA Resources & Energy Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option ,Rs.5000 & in multiples of Re.1/- thereafter.,04-Dec-2015,,INF277K016B7
Tata Asset Management Limited,135818,Tata Resources & Energy Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,TATA Resources & Energy Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,Rs.5000 & in multiples of Re.1/- thereafter.,04-Dec-2015,,INF277K014B2
ICICI Prudential Asset Management Company Limited,135845,ICICI Prudential Fixed Maturity Plan - Series 78 - 1212 Days Plan A,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 78 - 1212 Days Plan A Direct Plan Dividend Option,5000,04-Dec-2015,,INF109KB1OU0
ICICI Prudential Asset Management Company Limited,135846,ICICI Prudential Fixed Maturity Plan - Series 78 - 1212 Days Plan A,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 78 - 1212 Days Plan A Cumulative Option,5000,04-Dec-2015,,INF109KB1OR6
ICICI Prudential Asset Management Company Limited,135847,ICICI Prudential Fixed Maturity Plan - Series 78 - 1212 Days Plan A,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 78 - 1212 Days Plan A Direct Plan Cumulative Option,5000,04-Dec-2015,,INF109KB1OT2
ICICI Prudential Asset Management Company Limited,135848,ICICI Prudential Fixed Maturity Plan - Series 78 - 1212 Days Plan A,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 78 - 1212 Days Plan A Dividend Option,5000,04-Dec-2015,,INF109KB1OS4
ICICI Prudential Asset Management Company Limited,135849,ICICI Prudential Capital Protection Oriented Fund IX - PLAN C - 1195 Days,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund - Series IX - 1195 Days Plan C Direct Plan Cumulative Option,5000,08-Dec-2015,,INF109KB1OX4
ICICI Prudential Asset Management Company Limited,135850,ICICI Prudential Capital Protection Oriented Fund IX - PLAN C - 1195 Days,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund - Series IX - 1195 Days Plan C Direct Plan Dividend Option,5000,08-Dec-2015,,INF109KB1OY2
ICICI Prudential Asset Management Company Limited,135851,ICICI Prudential Capital Protection Oriented Fund IX - PLAN C - 1195 Days,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund - Series IX - 1195 Days Plan C Cumulative Option,5000,08-Dec-2015,,INF109KB1OV8
ICICI Prudential Asset Management Company Limited,135852,ICICI Prudential Capital Protection Oriented Fund IX - PLAN C - 1195 Days,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund - Series IX - 1195 Days Plan C Dividend Option,5000,08-Dec-2015,,INF109KB1OW6
HDFC Asset Management Company Limited,135853,HDFC NIFTY 50 ETF,Open Ended,Other Scheme - Other  ETFs,HDFC NIFTY 50 ETF - Growth Plan,5000,30-Nov-2015,02-Dec-2015,INF179KC1965
HDFC Asset Management Company Limited,135854,HDFC S&P BSE SENSEX ETF,Open Ended,Other Scheme - Other  ETFs,HDFC S&P BSE Sensex ETF - Growth Plan,5000,30-Nov-2015,02-Dec-2015,INF179KC1973
Edelweiss Asset Management Limited,135859,Edelweiss ETF - Nifty Bank,Open Ended,Other Scheme - Other  ETFs,Edelweiss ETF - Nifty Bank,5000,14-Dec-2015,14-Dec-2015,INF754K01EL1
UTI Asset Mgmt. Co. Ltd.,135860,UTI - Dual Advantage Fixed Term Fund Series II-IV (1997 Days),Close Ended,Income,UTI - Dual Advantage Fixed Term Series II-IV (1997 Days) - Regular Plan - Growth Option,Rs 5000 & in multiple of Rs 1 thereafter,04-Dec-2015,,INF789FB19J9
UTI Asset Mgmt. Co. Ltd.,135861,UTI - Dual Advantage Fixed Term Fund Series II-IV (1997 Days),Close Ended,Income,UTI Dual Advantage Fixed Term Fund Series II-IV (1997 Days) - Direct Plan - IDCW,Rs 5000 & in multiple of Rs 1 thereafter,04-Dec-2015,,INF789FB10K6
UTI Asset Mgmt. Co. Ltd.,135862,UTI - Dual Advantage Fixed Term Fund Series II-IV (1997 Days),Close Ended,Income,UTI Dual Advantage Fixed Term Fund Series II-IV (1997 Days) - Regular Plan - IDCW,Rs 5000 & in multiple of Rs 1 thereafter,04-Dec-2015,,INF789FB18J1
UTI Asset Mgmt. Co. Ltd.,135863,UTI - Dual Advantage Fixed Term Fund Series II-IV (1997 Days),Close Ended,Income,UTI - Dual Advantage Fixed Term Series II-IV (1997 Days) - Direct Plan - Growth Option,Rs 5000 & in multiple of Rs 1 thereafter,04-Dec-2015,,INF789FB11K4
Nippon Life India Asset Management Limited,135864,Reliance Fixed Horizon Fund XXIX- Series 18,Close Ended,Income,Reliance Fixed Horizon Fund XXIX- Series 18- Growth Option,Rs 5000 and in multiples of Re. 1 thereafter.,17-Dec-2015,,INF204KA17S6
Nippon Life India Asset Management Limited,135865,Reliance Fixed Horizon Fund XXIX- Series 18,Close Ended,Income,Reliance Fixed Horizon Fund XXIX- Series 18- Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter.,17-Dec-2015,,INF204KA18S4
Nippon Life India Asset Management Limited,135866,Reliance Fixed Horizon Fund XXIX- Series 18,Close Ended,Income,Reliance Fixed Horizon Fund XXIX- Series 18- Direct Plan-Growth Option,Rs 5000 and in multiples of Re. 1 thereafter.,17-Dec-2015,,INF204KA19S2
Nippon Life India Asset Management Limited,135867,Reliance Fixed Horizon Fund XXIX- Series 18,Close Ended,Income,Reliance Fixed Horizon Fund XXIX- Series 18- Direct Plan-Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter.,17-Dec-2015,,INF204KA10T9
Nippon Life India Asset Management Limited,135884,Reliance Fixed Horizon Fund XXIX- Series 19,Close Ended,Income,Reliance Fixed Horizon Fund XXIX- Series 19- Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,21-Dec-2015,,INF204KA11T7
Nippon Life India Asset Management Limited,135885,Reliance Fixed Horizon Fund XXIX- Series 19,Close Ended,Income,Reliance Fixed Horizon Fund XXIX- Series 19- Direct Plan-Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,21-Dec-2015,,INF204KA13T3
Nippon Life India Asset Management Limited,135886,Reliance Fixed Horizon Fund XXIX- Series 19,Close Ended,Income,Reliance Fixed Horizon Fund XXIX- Series 19- Direct Plan-Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter,21-Dec-2015,,INF204KA14T1
Nippon Life India Asset Management Limited,135887,Reliance Fixed Horizon Fund XXIX- Series 19,Close Ended,Income,Reliance Fixed Horizon Fund XXIX- Series 19- Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter,21-Dec-2015,,INF204KA12T5
ICICI Prudential Asset Management Company Limited,135888,ICICI Prudential Fixed Maturity Plan - Series 78 - 1198 Days Plan B,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 78 - 1198 Days Plan B Direct Plan Dividend Option,5000,17-Dec-2015,,
ICICI Prudential Asset Management Company Limited,135889,ICICI Prudential Fixed Maturity Plan - Series 78 - 1198 Days Plan B,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 78 - 1198 Days Plan B Regular Plan Cumulative Option,5000,17-Dec-2015,,
ICICI Prudential Asset Management Company Limited,135890,ICICI Prudential Fixed Maturity Plan - Series 78 - 1198 Days Plan B,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 78 - 1198 Days Plan B Direct Plan Cumulative Option,5000,17-Dec-2015,,
ICICI Prudential Asset Management Company Limited,135891,ICICI Prudential Fixed Maturity Plan - Series 78 - 1198 Days Plan B,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 78 - 1198 Days Plan B Regular Plan Dividend Option,5000,17-Dec-2015,,
Kotak Mahindra Asset Management Company Limited.,135906,Kotak FMP Series 183,Close Ended,Income,Kotak FMP Series 183 - Regular Growth,5000,17-Dec-2015,,INF174K010B4
Kotak Mahindra Asset Management Company Limited.,135907,Kotak FMP Series 183,Close Ended,Income,Kotak FMP Series 183 - Regular Dividend,5000,17-Dec-2015,,INF174K011B2
Kotak Mahindra Asset Management Company Limited.,135908,Kotak FMP Series 183,Close Ended,Income,Kotak FMP Series 183 - Direct Dividend,5000,17-Dec-2015,,INF174K013B8
Kotak Mahindra Asset Management Company Limited.,135909,Kotak FMP Series 183,Close Ended,Income,Kotak FMP Series 183 - Direct Growth,5000,17-Dec-2015,,INF174K012B0
Kotak Mahindra Asset Management Company Limited.,135910,Kotak FMP Series 184 (1205 Days),Close Ended,Income,Kotak FMP Series 184 - Regular Dividend,5000,18-Dec-2015,,INF174K015B3
Kotak Mahindra Asset Management Company Limited.,135911,Kotak FMP Series 184 (1205 Days),Close Ended,Income,Kotak FMP Series 184 - Direct Dividend,5000,18-Dec-2015,,INF174K017B9
Kotak Mahindra Asset Management Company Limited.,135912,Kotak FMP Series 184 (1205 Days),Close Ended,Income,Kotak FMP Series 184 - Direct Growth,5000,18-Dec-2015,,INF174K016B1
Kotak Mahindra Asset Management Company Limited.,135913,Kotak FMP Series 184 (1205 Days),Close Ended,Income,Kotak FMP Series 184 - Regular Growth,5000,18-Dec-2015,,INF174K014B6
Bandhan AMC Limited,135914,BANDHAN Corporate Bond Fund,Open Ended,Debt Scheme - Corporate Bond Fund,BANDHAN Corporate Bond Fund - Regular Growth,Fresh Purchase - Rs.5000/- and in multiple of Re1,28-Dec-2015,,INF194KA1L81
Bandhan AMC Limited,135915,BANDHAN Corporate Bond Fund,Open Ended,Debt Scheme - Corporate Bond Fund,BANDHAN Corporate Bond Fund - Regular Periodic IDCW,Fresh Purchase - Rs.5000/- and in multiple of Re1,28-Dec-2015,,INF194KA1L99INF194KA1M07
Bandhan AMC Limited,135916,BANDHAN Corporate Bond Fund,Open Ended,Debt Scheme - Corporate Bond Fund,BANDHAN Corporate Bond Fund - Direct Growth,Fresh Purchase - Rs.5000/- and in multiple of Re1,28-Dec-2015,,INF194KA1M23
Bandhan AMC Limited,135917,BANDHAN Corporate Bond Fund,Open Ended,Debt Scheme - Corporate Bond Fund,BANDHAN Corporate Bond Fund - Direct Periodic IDCW,Fresh Purchase - Rs.5000/- and in multiple of Re1,28-Dec-2015,,INF194KA1M31INF194KA1M49
Bandhan AMC Limited,139198,BANDHAN Corporate Bond Fund,Open Ended,Debt Scheme - Corporate Bond Fund,BANDHAN Corporate Bond Fund - Direct Monthly IDCW,Fresh Purchase - Rs.5000/- and in multiple of Re1,28-Dec-2015,,INF194KA1S43INF194KA1S50
Bandhan AMC Limited,139199,BANDHAN Corporate Bond Fund,Open Ended,Debt Scheme - Corporate Bond Fund,BANDHAN Corporate Bond Fund - Direct Quarterly IDCW,Fresh Purchase - Rs.5000/- and in multiple of Re1,28-Dec-2015,,INF194KA1S76INF194KA1S84
Bandhan AMC Limited,139200,BANDHAN Corporate Bond Fund,Open Ended,Debt Scheme - Corporate Bond Fund,BANDHAN Corporate Bond Fund - Direct Half Yearly IDCW,Fresh Purchase - Rs.5000/- and in multiple of Re1,28-Dec-2015,,INF194KA1T00INF194KA1T18
Bandhan AMC Limited,139201,BANDHAN Corporate Bond Fund,Open Ended,Debt Scheme - Corporate Bond Fund,BANDHAN Corporate Bond Fund - Direct Annual IDCW,Fresh Purchase - Rs.5000/- and in multiple of Re1,28-Dec-2015,,INF194KA1T34INF194KA1T42
Bandhan AMC Limited,139202,BANDHAN Corporate Bond Fund,Open Ended,Debt Scheme - Corporate Bond Fund,BANDHAN Corporate Bond Fund - Regular Monthly IDCW,Fresh Purchase - Rs.5000/- and in multiple of Re1,28-Dec-2015,,INF194KA1R28INF194KA1R36
Bandhan AMC Limited,139203,BANDHAN Corporate Bond Fund,Open Ended,Debt Scheme - Corporate Bond Fund,BANDHAN Corporate Bond Fund - Regular Half Yearly IDCW,Fresh Purchase - Rs.5000/- and in multiple of Re1,28-Dec-2015,,INF194KA1R85INF194KA1R93
Bandhan AMC Limited,139204,BANDHAN Corporate Bond Fund,Open Ended,Debt Scheme - Corporate Bond Fund,BANDHAN Corporate Bond Fund - Regular Annual IDCW,Fresh Purchase - Rs.5000/- and in multiple of Re1,28-Dec-2015,,INF194KA1S19INF194KA1S27
Bandhan AMC Limited,139205,BANDHAN Corporate Bond Fund,Open Ended,Debt Scheme - Corporate Bond Fund,BANDHAN Corporate Bond Fund - Regular Quarterly IDCW,Fresh Purchase - Rs.5000/- and in multiple of Re1,28-Dec-2015,,INF194KA1R51INF194KA1R69
ICICI Prudential Asset Management Company Limited,135924,ICICI Prudential Multiple Yield Fund - Series 10 - 1825 Days - Plan B,Close Ended,Income,ICICI Prudential Multiple Yield Fund - Series 10 - 1825 Days Plan B Direct Plan Cumulative Option,5000,26-Dec-2015,,INF109KB1PE1
ICICI Prudential Asset Management Company Limited,135925,ICICI Prudential Multiple Yield Fund - Series 10 - 1825 Days - Plan B,Close Ended,Income,ICICI Prudential Multiple Yield Fund - Series 10 - 1825 Days Plan B Dividend Option,5000,26-Dec-2015,,INF109KB1PG6
ICICI Prudential Asset Management Company Limited,135926,ICICI Prudential Multiple Yield Fund - Series 10 - 1825 Days - Plan B,Close Ended,Income,ICICI Prudential Multiple Yield Fund - Series 10 - 1825 Days Plan B Direct Plan Dividend Option,5000,26-Dec-2015,,INF109KB1PF8
ICICI Prudential Asset Management Company Limited,135927,ICICI Prudential Multiple Yield Fund - Series 10 - 1825 Days - Plan B,Close Ended,Income,ICICI Prudential Multiple Yield Fund - Series 10 - 1825 Days Plan B Cumulative Option,5000,26-Dec-2015,,INF109KB1PD3
ICICI Prudential Asset Management Company Limited,135928,ICICI Prudential Fixed Maturity Plan - Series 78 - 1190 Days Plan C,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 78 - 1190 Days Plan C Direct Plan Cumulative Option,5000,28-Dec-2015,,INF109KB1PJ0
ICICI Prudential Asset Management Company Limited,135929,ICICI Prudential Fixed Maturity Plan - Series 78 - 1190 Days Plan C,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 78 - 1190 Days Plan C Direct Plan Dividend Option,5000,28-Dec-2015,,INF109KB1PK8
ICICI Prudential Asset Management Company Limited,135930,ICICI Prudential Fixed Maturity Plan - Series 78 - 1190 Days Plan C,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 78 - 1190 Days Plan C Cumulative Option,5000,28-Dec-2015,,INF109KB1PH4
ICICI Prudential Asset Management Company Limited,135931,ICICI Prudential Fixed Maturity Plan - Series 78 - 1190 Days Plan C,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 78 - 1190 Days Plan C Dividend Option,5000,28-Dec-2015,,INF109KB1PI2
Nippon Life India Asset Management Limited,135938,Reliance Fixed Horizon Fund XXIX- Series 20,Close Ended,Income,Reliance Fixed Horizon Fund XXIX- Series 20- Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,01-Jan-2016,,INF204KA15T8
Nippon Life India Asset Management Limited,135939,Reliance Fixed Horizon Fund XXIX- Series 20,Close Ended,Income,Reliance Fixed Horizon Fund XXIX- Series 20- Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter,01-Jan-2016,,INF204KA16T6
Nippon Life India Asset Management Limited,135940,Reliance Fixed Horizon Fund XXIX- Series 20,Close Ended,Income,Reliance Fixed Horizon Fund XXIX- Series 20- Direct Plan-Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter,01-Jan-2016,,INF204KA18T2
Nippon Life India Asset Management Limited,135941,Reliance Fixed Horizon Fund XXIX- Series 20,Close Ended,Income,Reliance Fixed Horizon Fund XXIX- Series 20- Direct Plan-Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,01-Jan-2016,,INF204KA17T4
ICICI Prudential Asset Management Company Limited,135958,ICICI Prudential Fixed Maturity Plan - Series 78 - 1197 Days Plan D,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 78 - 1197 Days Plan D Direct Plan Cumulative Option,5000,01-Jan-2016,,
ICICI Prudential Asset Management Company Limited,135959,ICICI Prudential Fixed Maturity Plan - Series 78 - 1197 Days Plan D,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 78 - 1197 Days Plan D Regular Plan Cumulative Option,5000,01-Jan-2016,,
ICICI Prudential Asset Management Company Limited,135960,ICICI Prudential Fixed Maturity Plan - Series 78 - 1197 Days Plan D,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 78 - 1197 Days Plan D Direct Plan Dividend Option,5000,01-Jan-2016,,
ICICI Prudential Asset Management Company Limited,135961,ICICI Prudential Fixed Maturity Plan - Series 78 - 1197 Days Plan D,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 78 - 1197 Days Plan D Regular Plan Dividend Option,5000,01-Jan-2016,,
UTI Asset Mgmt. Co. Ltd.,135962,UTI - Long Term Advantage Fund Series III,Close Ended,ELSS,UTI Long Term Advantage Fund Series III - Direct Plan - Growth Option,Rs 500 and in multiple of Rs 500,18-Dec-2015,,INF789FB19N1
UTI Asset Mgmt. Co. Ltd.,135963,UTI - Long Term Advantage Fund Series III,Close Ended,ELSS,UTI Long Term Advantage Fund Series III - Regular Plan - IDCW,Rs 500 and in multiple of Rs 500,18-Dec-2015,,INF789FB16N7
UTI Asset Mgmt. Co. Ltd.,135964,UTI - Long Term Advantage Fund Series III,Close Ended,ELSS,UTI Long Term Advantage Fund Series III - Regular Plan - Growth Option,Rs 500 and in multiple of Rs 500,18-Dec-2015,,INF789FB17N5
UTI Asset Mgmt. Co. Ltd.,135965,UTI - Long Term Advantage Fund Series III,Close Ended,ELSS,UTI Long Term Advantage Fund Series III - Direct Plan - IDCW,Rs 500 and in multiple of Rs 500,18-Dec-2015,,INF789FB18N3
ICICI Prudential Asset Management Company Limited,135972,ICICI Prudential Capital Protection Oriented Fund IX - PLAN D - 1378 Days,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund - Series IX - 1378 Days Plan D Direct Plan Cumulative Option,5000,04-Jan-2016,,INF109KB1PR3
ICICI Prudential Asset Management Company Limited,135973,ICICI Prudential Capital Protection Oriented Fund IX - PLAN D - 1378 Days,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund - Series IX - 1378 Days Plan D Direct Plan Dividend Option,5000,04-Jan-2016,,INF109KB1PS1
ICICI Prudential Asset Management Company Limited,135974,ICICI Prudential Capital Protection Oriented Fund IX - PLAN D - 1378 Days,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund - Series IX - 1378 Days Plan D Cumulative Option,5000,04-Jan-2016,,INF109KB1PP7
ICICI Prudential Asset Management Company Limited,135975,ICICI Prudential Capital Protection Oriented Fund IX - PLAN D - 1378 Days,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund - Series IX - 1378 Days Plan D Dividend Option,5000,04-Jan-2016,,INF109KB1PQ5
ICICI Prudential Asset Management Company Limited,135992,ICICI Prudential Fixed Maturity Plan - Series 78 - 1190 Days Plan E,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 78 - 1190 Days Plan E Direct Plan Cumulative Option,5000,07-Jan-2016,,INF109KB1PV5
ICICI Prudential Asset Management Company Limited,135993,ICICI Prudential Fixed Maturity Plan - Series 78 - 1190 Days Plan E,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 78 - 1190 Days Plan E Direct Plan Dividend Option,5000,07-Jan-2016,,INF109KB1PW3
ICICI Prudential Asset Management Company Limited,135994,ICICI Prudential Fixed Maturity Plan - Series 78 - 1190 Days Plan E,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 78 - 1190 Days Plan E Dividend Option,5000,07-Jan-2016,,INF109KB1PU7
ICICI Prudential Asset Management Company Limited,135995,ICICI Prudential Fixed Maturity Plan - Series 78 - 1190 Days Plan E,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 78 - 1190 Days Plan E Cumulative Option,5000,07-Jan-2016,,INF109KB1PT9
